고유번호,언어,상호명,콘텐츠URL,주소,신주소,전화번호,웹사이트,운영시간,교통정보,홈페이지 언어,대표메뉴
12561,ko,카페 로쏘,https://korean.visitseoul.net/restaurants/카페-로쏘/KOP012557?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP012557,110-220 서울 종로구 팔판동 40-1 ,03054 서울 종로구 삼청로 81-12 ,0507-1418-2622,,"월 11:30~18:00, 화~일 11:30~21:00",3호선 안국역 2번 출구,,디저트카페
4355,ko,자인뭉티기,https://korean.visitseoul.net/restaurants/자인뭉티기/KOP004355?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP004355,137-863 서울 서초구 서초동 1363-7 ,06735 서울 서초구 강남대로37길 24-7 (호원빌딩) ,02-597-2158,,"평일 11:00~14:30, 16:30~22:00","신분당선, 3호선 양재역 1번 출구   ",,"육회, 명품구이, 뭉티기초밥"
7880,ko,홀리차우,https://korean.visitseoul.net/restaurants/홀리차우/KOP007880?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP007880, 서울 영등포구 여의도동 23-10 ,"07325 서울 영등포구 국제금융로2길 24 (여의도동, BNK금융타워) 지하 1층",02-786-3333,http://www.holeechow.co.kr,평일 11:00~21:30 (Last order 21:00) 주말 11:30~21:30 (Last order 21:00),"5,9호선 여의도역 3번 출구",,"머니백 덤플링스, 홀리즈 하우스 볶음밥"
13653,ko,스노브,https://korean.visitseoul.net/restaurants/스노브/KOP013651?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP013651, 서울 마포구 상수동 86-53 86-53,04049 서울 마포구 와우산로 59 (상수동) ,02-325-5770,http://www.snobblue.com,12:00~21:00 ,6호선 상수역 1번 출구  ,,케이크
13672,ko,당고집,https://korean.visitseoul.net/restaurants/당고집/KOP013671?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP013671,121-883 서울특별시 마포구 합정동 356-9,04073 서울특별시 마포구 어울마당로3길 5 (합정동) ,070-7573-3164,,화~일 12:00 ~ 21:00,6호선 상수역 4번 출구,,"벚꽃당고, 간장당고, 단팥당고, 명란버터밥"
12288,ko,서린낙지,https://korean.visitseoul.net/restaurants/서린낙지-K/KOP012284?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP012284,110-121 서울특별시 종로구 종로1가 24,03157 서울특별시 종로구 종로 19 (종로1가) ,02-735-0670,,11:30 ~ 15:00 / 17:00 ~ 21:30,"5호선 광화문역 3,4번 출구 1호선 종각역 1번 출구 ",,
4494,ko,장원족발,https://korean.visitseoul.net/restaurants/장원집/KOP004494?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP004494,110-888 서울 종로구 종로1가 24 ,03157 서울 종로구 종로 19 (르메이에르종로타운) 1층,02-734-7230,,매일 07:00~24:00,1호선 종각역 1번 출구,,"돌솥비빔밥, 오징어볶음, 떡만두국, 족발, 감자탕"
13223,ko,엔그릴,https://korean.visitseoul.net/restaurants/N그릴1/KOP013223?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP013223, 서울 용산구 용산동2가 산 1-3 1-3,"04340 서울 용산구 남산공원길 105 (용산동2가, YTN서울타워) 7층",02-3455-9297,http://www.ngrill.co.kr/,평일 12:00 - 15:00 / 17:00 - 22:00 주말 11:00 - 15:00 / 17:00 - 22:00,4호선 명동역 3번 출구  ,,
6307,ko,신안촌,https://korean.visitseoul.net/restaurants/신안촌-KR/KOP006304?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP006304,110-053 서울특별시 종로구 내자동 152,03169 서울특별시 종로구 사직로12길 8 (내자동) ,0507-1418-7744,http://www.신안촌.kr/,평일 11:30 ~ 15:00 / 17:00 ~ 22:00 토요일 11:30 ~ 20:00,3호선 경복궁역 7번 출구  ,,
13056,ko,희락,https://korean.visitseoul.net/restaurants/희락/KOP013055?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP013055,100-804 서울특별시 중구 남창동 34-34,04528 서울특별시 중구 남대문시장길 22-6 (남창동) ,02-755-3449,,07:00 ~ 21:00,4호선 회현역 6번 출구,,
13081,ko,명륜손칼국수,https://korean.visitseoul.net/restaurants/명륜손칼국수/KOP013078?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP013078,110-521 서울특별시 종로구 명륜1가 31-23,03068 서울특별시 종로구 혜화로 45-5 (명륜1가) ,02-742-8662,,11:30 - 13:30,4호선 한성대입구역 5번 출구,,손칼국수 수육 문어 설렁탕
13105,ko,어바웃샤브,https://korean.visitseoul.net/restaurants/어바웃샤브/KOP013103?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP013103,110-809 서울특별시 종로구 동숭동 1-88,03086 서울특별시 종로구 대학로12길 61 (동숭동) ,02-747-7730,,10:30 ~ 22:00 (Last Order 21:00까지) ,4호선 혜화역 2번 출구,,"쇠고기샤브칼국수, 쇠고기샤브세트, 우삼겹철판구이"
6631,ko,송림가 ,https://korean.visitseoul.net/restaurants/송림가/KOP006631?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP006631,152-826 서울 구로구 고척동 69-34 ,08275 서울 구로구 경인로 398 (송림가든) ,0507-1492-6020,http://www.songlimga.com,매일 11:30~15:00 / 17:00~21:30,1호선 개봉역 2번 출구,,"수라한정식, 숯불구이양념갈비, 한우꽃등심, 돼지갈비"
13122,ko,충무로쭈꾸미불고기,https://korean.visitseoul.net/restaurants/충무로쭈꾸미불고기-KR/KOP013119?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP013119,100-866 서울특별시 중구 필동1가 3-20,04554 서울특별시 중구 퇴계로31길 11 (필동1가) ,02-2279-0803,https://jjubulgogi.modoo.at/,12:00 ~ 22:00 토요일 12:00 ~ 21:30,3호선 충무로역 5번 출구  ,,주꾸미
13127,ko,문타로,https://korean.visitseoul.net/restaurants/문타로-KR/KOP013124?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP013124,140-892 서울특별시 용산구 한남동 683-124,04400 서울특별시 용산구 이태원로 230-1 (한남동) ,02-796-7232,,평일 18:00 ~ 02:30 주말 18:00 ~ 04:30,6호선 이태원역 2번 출구  ,,"사시미, 굴후라이, 유린기, 가리비완자구이"
10696,ko,갯마을,https://korean.visitseoul.net/restaurants/갯마을/KOP010694?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP010694,140-883 서울 용산구 한강로3가 65-550 ,04388 서울 용산구 서빙고로 56 (한강로3가) ,02-795-2277,,09:30 ~ 15:30 / 17:00 ~ 21:00,4호선 이촌역 3번 출구 ,,"만두, 녹두부침개, 만둣국, 떡만둣국, 모둠전, 만두전골"
7162,ko,마포옥,https://korean.visitseoul.net/restaurants/마포옥1/KOP007160?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP007160, 서울특별시 마포구 용강동 50-13,04165 서울특별시 마포구 토정로 312 (용강동) ,02-716-6661,,평일 07:00 ~ 21:00 주말 07:00 ~ 17:00,5호선 마포역 1번 출구 ,,양지설렁탕 차돌탕 차돌수육
28700,ko,SKY31 푸드에비뉴,https://korean.visitseoul.net/restaurants/SKY31-푸드애비뉴/KOP028700?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP028700,138-240 서울 송파구 신천동 29 ,"05551 서울 송파구 올림픽로 300 (신천동, 롯데월드타워앤드롯데월드몰) 31층",02-3213-9992,,평일 18:00 - 22:00 주말 11:30 - 21:00,2?8호선 잠실역,,
14879,ko,줄라이,https://korean.visitseoul.net/restaurants/줄라이/KOP014877?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP014877, 서울 서초구 반포동 577-20 577-20,06589 서울 서초구 동광로 164 (줄라이빌딩) ,02-534-9544,https://catchtable.co.kr/july,"12:00~15:00, 18:00~22:00",2호선 서초역 5번 출구,,
14938,ko,사프란,https://korean.visitseoul.net/restaurants/사프란-KR/KOP014936?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP014936, 서울 중구 장교동 74 59-5,"04542 서울 중구 삼일대로 362 (장교동, 롯데시티호텔 명동) 2층",02-6361-8644,,11:30 ~ 22:00,"2,3호선 을지로3가역 1번 출구",,"치킨한디, 램브한디, 홈모스"
10803,ko,램하우스,https://korean.visitseoul.net/restaurants/램하우스/KOP010803?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP010803,137-060 서울시 서초구 서초동 1713-4 길도빌딩 202호 ,06596 서울특별시 서초구 법원로2길 15 (서초동) ,02-3476-0678,http://www.lambhouse.co.kr/,"평일 11:00~22:00, 토요일 11:00~21:00","2호선 교대역 10,11번 출구 도보 5분 ",한국어,"양갈비, 램꽃등심, 전골"
14290,ko,슈치쿠,https://korean.visitseoul.net/restaurants/슈치쿠/KOP014288?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP014288,150-763 서울 영등포구 여의도동 60 ,"07345 서울 영등포구 63로 50 (여의도동, 63한화생명빌딩) 58층",0507-1401-5751,http://www.63restaurant.co.kr/,월~토 11:30 ~ 15:00 / 17:30 ~ 22:00 일요일 11:30 ~ 15:00 / 17:10 ~ 21:30,9호선 샛강역 3번 출구  ,,"스시, 사시미"
13709,ko,까치네,https://korean.visitseoul.net/restaurants/까치네/KOP013706?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP013706,140-160 서울특별시 용산구 남영동 40-4,04352 서울특별시 용산구 한강대로84길 11-16 (남영동) ,02-798-4668,,월~토 17:00~23:00,4호선 숙대입구역 5번 출구  ,,"닭볶음탕, 계란말이, 계란범벅, 두부김치, 김치찌개, 동태찌개, 참치찌개, 부대찌개, 오징어볶음, 오징어덮채, 골뱅이무침, 닭볶음탕"
14585,ko,트라토리아모로,https://korean.visitseoul.net/restaurants/트라토리아모로1/KOP014585?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP014585,135-090 서울특별시 강남구 삼성동 115-17,06154 서울특별시 강남구 봉은사로68길 21 (삼성동) ,02-556-6997,,"11:30~15:00, 17:30~22:00",9호선 삼성중앙역 7번 출구,,"해물스파게티, 크림소스리조또, 시저샐러드"
3756,ko,남서울민물장어,https://korean.visitseoul.net/restaurants/남서울민물장어/KOP003754?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP003754,135-545 서울 강남구 논현동 204-3 204-3,06121 서울 강남구 봉은사로 137 (상원빌딩) ,02-544-1010,,12:00 ~ 21:30,9호선 신논현역 3번 출구  ,,"장어구이, 장어고추장구이, 장어덮밥"
3793,ko,봉자네,https://korean.visitseoul.net/restaurants/봉자네-KR/KOP003791?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP003791,140-030 서울특별시 용산구 이촌동 302-68,04427 서울특별시 용산구 이촌로 182 (이촌동) ,02-790-8636,,평일 16:00 ~ 01:00 토요일 16:00 ~ 24:00,4호선 이촌역 5번 출구  ,,
10893,ko,고바우,https://korean.visitseoul.net/restaurants/고바우/KOP010893?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP010893,120-835 서울시 서대문구 창천동 31-17 ,03776 서울특별시 서대문구 명물1길 22 (창천동) ,02-393-2576,,16:00 ~ 23:00,2호선 신촌역 3번 출구  ,,"돼지소금구이, 돼지갈비, 한우, 껍데기"
11007,ko,마복림 할머니 막내 아들네 떡볶이,https://korean.visitseoul.net/restaurants/마복림-할머니-막내-아들네-떡볶이/KOP011005?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP011005, 서울특별시 중구 신당1동 292-175,04611 서울특별시 중구 다산로 221  (신당동) ,02-2253-1466,http://xn--220b9hl7b09cc7ibcj00gh4p49w8p4b.com/,24시간,"2, 6호선 신당역 8번 출구 300m 직진",한국어,떡볶이
11019,ko,카페 자스,https://korean.visitseoul.net/restaurants/카페-자스-K/KOP011017?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP011017,121-898 서울 마포구 동교동 198-8,03993 서울특별시 마포구 동교로27길 12  (동교동) ,02-6083-5477,https://www.instagram.com/jassisland_cafejass/,평일 08:00 ~ 21:00 주말 10:00 ~ 21:00,2호선 홍대입구역 2번출구  ,,
10737,ko,남매집,https://korean.visitseoul.net/restaurants/남매집/KOP010733?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP010733,100-080 서울특별시 중구 북창동 19-1,04526 서울특별시 중구 남대문로1길 41 (북창동) ,02-777-0735,,매일 12:30 ~ 23:00,"1, 2호선 시청역 7번 출구  ",,"곰장어구이, 돼지고추장구이"
4320,ko,원대구탕(삼각지역) ,https://korean.visitseoul.net/restaurants/원대구탕/KOP004320?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP004320, 서울 용산구 용산동3가 1-19 ,04382 서울 용산구 한강대로62가길 14 (용산동3가) ,010-4991-9286,,월~토 11:30~22:00,4호선 삼각지역 1번 출구   ,,"대구탕, 내장탕, 맑은탕, 대가리탕"
14769,ko,러빙헛,https://korean.visitseoul.net/restaurants/러빙헛/KOP014768?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP014768, 서울 강남구 개포동 1218-16 1218-16,06308 서울 강남구 개포로22길 35 (개포동) ,02-576-2158,http://lovinghut.kr/kr/,11:00 - 21:00 ,신분당선 양재시민의숲역 2번 출구,,"소이 스테이크 버거, 비건피자, 소이라떼"
14336,ko,포항식당,https://korean.visitseoul.net/restaurants/포항식당/KOP014333?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP014333, 서울 종로구 돈의동 107 43-1,03139 서울 종로구 돈화문로5가길 31-1 (돈의동) ,02-765-6487,,15:00 ~ 24:00 ,1호선 종로3가역 4번 출구  ,,일반한식
10900,ko,미엘,https://korean.visitseoul.net/restaurants/미엘-K/KOP010898?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP010898,135-517 서울 강남구 청담동 94-3 퍼즐 하우스 1층,"06016 서울특별시 강남구 도산대로67길 13-12  (청담동, 퍼즐하우스) ",02-512-2395,,10:00 ~ 23:50,분당선 압구정로데오역 3번 출구,,
11593,ko,이즈미,https://korean.visitseoul.net/restaurants/이즈미/KOP011593?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP011593, 서울 강남구 신사동 621-3 ,06023 서울 강남구 언주로 857 (신사동) ,02-542-7171,,매일 11:30~15:00 / 17:30~22:00,3호선 압구정역 3번 출구 ,,"모듬사시미, 초밥"
14209,ko,더킹스,https://korean.visitseoul.net/restaurants/더킹스/KOP014205?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP014205,100-855 서울 중구 장충동2가 186-54 186-54,"04618 서울 중구 동호로 287 (장충동2가, 그랜드앰배서더서울) ",02-2270-3121,https://grand.ambatel.com/seoul/dining/diningInfo.amb?brand_code=M0452&gnbCode=020000&lnbCode=020200&menu_se=M1242,"아침 06:30 ~ 10:00 점심 12:00 ~ 14:30 저녁 18:00 ~ 21:30 토요일 디너 1부 17:30 ~ 19:30,  2부 20:00 ~ 22:00","3호선 동대입구역 1,2번 출구 4호선 충무로역 1번 출구 ",,뷔페
10934,ko,광화문집,https://korean.visitseoul.net/restaurants/광화문집/KOP010933?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP010933,110-071 서울특별시 종로구 당주동 43,03183 서울특별시 종로구 새문안로5길 12 (당주동) ,02-739-7737,,09:00 ~ 22:00 ,5호선 광화문역 1번 출구  ,,"김치찌개, 계란말이, 김치찌개, 제육볶음"
11498,ko,해동복국,https://korean.visitseoul.net/restaurants/해동복국/KOP011498?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP011498, 서울 영등포구 여의도동 44-2 ,"07333 서울 영등포구 여의대방로67길 22 (여의도동, 태양빌딩) 1층",02-783-6011,,매일 09:00~22:00 ,9호선 샛강역 1번 출구,,"복국지리, 복국매운탕, 복튀김, 복수육"
14357,ko,나인스게이트그릴,https://korean.visitseoul.net/restaurants/나인스게이트그릴1/KOP014354?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP014354,100-070 서울특별시 중구 소공동 87,04533 서울특별시 중구 소공로 106 ?(소공동) ,02-317-0366,https://twc.echosunhotel.com/dining/gateGrille.do?rstrntCode=NINTHGATE&wbOutlet=001,"평일 : 07:00 ~ 10:00 / 12:00 ~ 15:00 / 18:00 ~ 22:00 주말,공휴일 : 12:00 ~ 15:00 / 18:00 ~ 22:00","1,2호선 시청역 6번 출구  ",,"블랙트러플로 향을 낸 포치니 버섯 소스의 카바텔리, 허브와 레드 와인에 숙성한 양갈비 구이와 작두콩"
11615,ko,두바이,https://korean.visitseoul.net/restaurants/두바이/KOP011615?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP011615,140-858 서울 용산구 이태원동 127-2 ,04406 서울 용산구 이태원로 192 ,02-798-9277,,화~일 12:00 ~ 23:00  ,6호선 이태원역 3번 출구   ,,"양고기 립 스테이크, 쉬시 타욱, 양고기 캅사, 필라펠"
4651,ko,손가네곰국수 ,https://korean.visitseoul.net/restaurants/손가네곰국수/KOP004651?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP004651,136-824 서울 성북구 성북동 128-16 ,02880 서울 성북구 성북로15길 8 ,02-743-8937,,월~토 11:00~21:00,한성대입구 5번 출구로 나와 성북초교 방향으로 한참 가다가 대로변 왼쪽,,"곰국수, 소불고기, 설렁탕, 갈비탕"
2349,ko,코리아하우스,https://korean.visitseoul.net/restaurants/코리아하우스/KOP002349?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP002349,135-957 서울 강남구 청담동 125-6 ,06013 서울 강남구 압구정로79길 56 (아름다운빌딩) ,02-543-8888,http://www.koreahouse.co.kr/,11:30~22:00,7호선 청담역 12번 출구,"한국어,영어, 일본어","꼬냑등심, 스페셜 등심, 갈낙탕, 마른보리굴비 정식"
2775,ko,강강술래(신림본동점),https://korean.visitseoul.net/restaurants/강강술래신림본동점-KangkangsullaiSillimbondong/KOP002772?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP002772, 서울 관악구 신림동 10-518 ,08780 서울특별시 관악구 남부순환로 1660 (신림동) ,02-886-9233,http://www.sullai.com,11:00 ~ 22:00,2호선 신림역 1번 출구  ,,한우 모둠구이 돼지 양념구이 술래정식
